movie_id,title,genres,score,tags,summary
8970,The Out-of-Towners,['Comedy'],5.0,"comedy stevemartin goldiehawn johncleese newyork travel misfortune remake 1970 neil simon comedy follows adventures couple, henry nancy clark, vexed misfortune new york city job interview.","The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview."
9306,The Island of Dr. Moreau,"['Fantasy', 'Horror', 'Science Fiction']",4.6,fantasy horror sciencefiction marlonbrando valkilmer davidthewlis monster experiment island mutation genetics hybrid remake h.g.wells shipwrecked sailor stumbles upon mysterious island shocked discover brilliant scientist lab assistant found way combine human animal dna horrific results.,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA with horrific results.
11370,The Musketeer,"['Action', 'Adventure', 'Drama']",5.2,"action adventure drama catherinedeneuve menasuvari stephenrea lossoffamily queen power powertakeover kingdom royalty musketeer murderhunt peter hyams's adaptation famous alexander dumas story three musketeers, young d'artagnan seeks join legendary musketeer brigade avenge father's death - finds musketeers disbanded.","In Peter Hyams's adaptation of the famous Alexander Dumas story The Three Musketeers, the young D'Artagnan seeks to join the legendary musketeer brigade and avenge his father's death - but he finds that the musketeers have been disbanded."
12184,The Other Boleyn Girl,['Drama'],6.4,"drama natalieportman scarlettjohansson ericbana england sistersisterrelationship queen kingdom henryviii sumptuous sensual tale intrigue, romance betrayal set backdrop defining moment european history: two beautiful sisters, anne mary boleyn, driven family's blind ambition, compete love handsome passionate king henry viii.","A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII."
1921,Sweet November,"['Drama', 'Romance']",6.4,"drama romance keanureeves charlizetheron jasonisaacs workaholic dogsitter nelson man devoted advertising career san francisco. one day, taking driving test dmv, meets sara. different women life. nelson causes miss taking test later day tracks down. one thing leads another nelson ends living november change life forever.","Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever."
1683,The Reaping,['Horror'],5.4,"horror hilaryswank davidmorrissey idriselba river miracle bible louisiana frog grasshopper faith katherine morrissey, former christian missionary, lost faith tragic deaths family. applies expertise debunking religious phenomena. series biblical plagues overrun small town, katherine arrives prove supernatural force behind occurrences, soon finds science cannot explain happening. instead, must regain faith combat evil waits louisiana swamp.","Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp."
203,Mean Streets,"['Drama', 'Crime']",7.2,"drama crime harveykeitel robertdeniro davidproval epilepsy protectionmoney secretlove money redemption small-time hood must choose among love, friendship chance rise within mob.","A small-time hood must choose from among love, friendship and the chance to rise within the mob."
11858,Renaissance Man,"['Comedy', 'War']",5.9,"comedy war dannydevito markwahlberg gregoryhines vietnamveteran commercial advertisingexpert kaserne stau soldier unemployment womandirector teachersandstudents danny devito plays advertising man slowly sliding downhill. fired job detroit, signs unemployment. one day find job; teaching thinking skills army recruits. arrives base find structure set class.","Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class."
62835,Colombiana,"['Action', 'Thriller', 'Crime', 'Drama']",6.5,"action thriller crime drama zoesaldana cliffcurtis callumblue streetgang uncle femaleassassin witnesstomurder zoe saldana plays young woman who, witnessing parents’ murder child bogota, grows stone-cold assassin. works uncle hitman day, personal time spent engaging vigilante murders hopes lead ultimate target: mobster responsible parents' death.","Zoe Saldana plays a young woman who, after witnessing her parents’ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death."
18937,Quest for Camelot,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",6.9,"fantasy animation drama romance family jessalyngilsig caryelwes garyoldman times king arthur, kayley brave girl dreams following late father knight round table. evil ruber wants invade camelot take throne king arthur, kayley stop him.","During the times of King Arthur, Kayley is a brave girl who dreams of following her late father as a Knight of the Round Table. The evil Ruber wants to invade Camelot and take the throne of King Arthur, and Kayley has to stop him."
13536,City By The Sea,"['Crime', 'Drama', 'Mystery']",5.7,crime drama mystery robertdeniro jamesfranco francesmcdormand murder homicidedetective man struggling come terms sins father makes terrible discovery son fallen life crime drama based true story. vincent lamarca dedicated well-respected new york city police detective gone great lengths distance past.,A man struggling to come to terms with the sins of his father makes the terrible discovery that his own son has fallen into a life of crime in a drama based on a true story. Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past.
15556,At First Sight,"['Drama', 'Romance']",5.9,drama romance valkilmer mirasorvino kellymcgillis blind massagetherapist blind man operation regain sight urging girlfriend must deal changes life.,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.
10718,Torque,['Action'],4.7,"action martinhenderson icecube monetmazur ex-girlfriend drugdealer gang motorcyclist biker cary ford framed old rival biker gang leader murder another gang member happens brother trey, leader feared biker gang country. ford run trying clear name murder trey gang looking blood.","Biker Cary Ford is framed by an old rival and biker gang leader for the murder of another gang member who happens to be the brother of Trey, leader of the most feared biker gang in the country. Ford is now on the run trying to clear his name from the murder with Trey and his gang looking for his blood."
11062,City Hall,"['Drama', 'Thriller']",6.0,"drama thriller alpacino johncusack bridgetfonda corruption undercover warondrugs mayor drugdealer presidentialelection undercoveragent investigation police drug accidental shooting boy new york leads investigation deputy mayor, unexpectedly far-reaching consequences.","The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences."
10802,Showgirls,['Drama'],4.9,drama elizabethberkley kylemaclachlan ginagershon dancing femalenudity go-godancer spanner seduction striptease sexappeal young drifter named nomi arrives las vegas become dancer soon sets clawing pushing way become top showgirl.,A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.
1887,Marie Antoinette,"['Drama', 'History']",6.5,"drama history kirstendunst jasonschwartzman judydavis shoe voiceover rite theatreaudience brideandgroom deathofking applause womandirector retelling france's iconic ill-fated queen, marie antoinette. betrothal marriage louis xvi 15 reign queen 19 ultimately fall versailles.","The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles."
6071,Kiss of Death,"['Action', 'Crime', 'Drama', 'Thriller']",5.7,"action crime drama thriller davidcaruso samuell.jackson nicolascage hoodlum jimmy kilmartin ex-con living astoria new york city borough queens, trying stay clean raising family wife bev. cousin ronnie causes take fall driving illegal transport stolen cars, police officer named calvin hart injured jimmy lands back prison. exchange early release, asked help bring local crime boss named little junior brown. jimmy remarries attempts renew relationship child. sent undercover detective hart work junior infiltrate operations. soon little junior kills undercover federal agent jimmy watching, unscrupulous district attorney feds complicate life. must take junior face consequences.","Jimmy Kilmartin is an ex-con living in Astoria in the New York City borough of Queens, trying to stay clean and raising a family with his wife Bev. But when his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, a police officer named Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named Little Junior Brown.  Jimmy remarries and attempts to renew a relationship with his child. But he is sent undercover by Detective Hart to work with Junior and infiltrate his operations. As soon as Little Junior kills an undercover federal agent with Jimmy watching, the unscrupulous district attorney and the feds further complicate his life. He must take down Junior or face the consequences."
10461,Get Carter,"['Action', 'Drama', 'Thriller', 'Crime']",4.8,"action drama thriller crime sylvesterstallone mirandarichardson rachaelleighcook ritual pornographicvideo carcrash dvd remake michael caine classic. jack carter, mob enforcer living las vegas, travels back hometown seattle brother's funeral. visit, carter realizes death brother accidental, murder. knowledge, carter sets kill responsible.","Remake of the Michael Caine classic. Jack Carter, a mob enforcer living in Las Vegas, travels back to his hometown of Seattle for his brother's funeral. During this visit, Carter realizes that the death of his brother was not accidental, but a murder. With this knowledge, Carter sets out to kill all those responsible."
80278,The Impossible,"['Thriller', 'Drama']",7.0,"thriller drama naomiwatts ewanmcgregor tomholland thailand tsunami familyvacation tidalwave catastrophe sweptaway separationfromfamily boxingday 21stcentury december 2004, close-knit family maria, henry three sons begin winter vacation thailand. day christmas, idyllic holiday turns incomprehensible nightmare terrifying roar rises depths sea, followed wall black water devours everything path. though maria family face darkest hour, unexpected displays kindness courage ameliorate terror.","In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror."
12704,Ishtar,"['Action', 'Adventure', 'Comedy']",4.2,"action adventure comedy warrenbeatty dustinhoffman isabelleadjani wilderness sahara beautifulwoman singer escape womandirector two terrible lounge singers get booked play gig moroccan hotel somehow become pawns international power play cia, emir ishtar, rebels trying overthrow regime","Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the CIA, the Emir of Ishtar, and the rebels trying to overthrow his regime"
10315,Fantastic Mr. Fox,"['Adventure', 'Animation', 'Comedy', 'Family']",7.5,"adventure animation comedy family georgeclooney merylstreep jasonschwartzman fox tree peasant revenge cider tale farmlife fantastic mr. fox bored current life, plans heist three local farmers. farmers, tired sharing chickens sly fox, seek revenge family.","The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family."
16643,Life or Something Like It,"['Comedy', 'Drama', 'Romance']",5.7,"comedy drama romance angelinajolie edwardburns tonyshalhoub reporter lanie kerrigan interviews psychic homeless man fluff piece football game's score. instead tells life meaning going end days, sparks action, trying change pattern life...","A reporter Lanie Kerrigan interviews a psychic homeless man for a fluff piece about a football game's score. Instead he tells her that her life has no meaning and is going to end in just a few days, which sparks her to action, trying to change the pattern of her life..."
2687,Memoirs of an Invisible Man,"['Comedy', 'Fantasy', 'Science Fiction']",5.7,"comedy fantasy sciencefiction chevychase darylhannah samneill invisibleman freak accident, invisible yuppie runs life treacherous cia official trying cope new life.","After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life."
194,Amélie,"['Comedy', 'Romance']",7.8,"comedy romance audreytautou mathieukassovitz rufus paris lovetriangle ghosttrain sex-shop shyness montmartre daughter gardengnome journeyroundtheworld photography tiny parisian café, adorable yet painfully shy amélie (audrey tautou) accidentally discovers gift helping others. soon amelie spending days matchmaker, guardian angel, all-around do-gooder. bumps handsome stranger, find courage become star love story?","At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?"
11025,New York Minute,['Comedy'],5.5,"comedy ashleyolsen mary-kateolsen eugenelevy twinsister musicvideo geek vacation university teencomedy womandirector top student jane ryan heads manhattan college-scholarship competition. rebellious twin roxy ryan goes along crash video shoot. anything happen - - romp involving pursuing truant officer, smuggler, hunkalicious guys girls' realization chips down, sister best friend all.","Top student Jane Ryan heads to Manhattan for a college-scholarship competition. Her rebellious twin Roxy Ryan goes along to crash a video shoot. But anything can happen - and does - in a romp involving a pursuing truant officer, a smuggler, hunkalicious guys and the girls' realization that when the chips are down, a sister can be the best friend of all."
8849,Alfie,['Comedy'],5.6,"comedy judelaw marisatomei omarepps newyork cheating flirt lover olderwomanseducesyoungerguy playboy manhattan, british limousine driver alfie surrounded beautiful women, one night stands without sort commitment. best friends colleague marlon girl-friend lonette. alfie brief affair lonette, consequences act forces alfie reflect lifestyle.","In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences of his act forces Alfie to reflect over his lifestyle."
78698,Big Miracle,"['Adventure', 'Drama', 'Romance']",6.6,"adventure drama romance drewbarrymore johnkrasinski kristenbell whale alaska aftercreditsstinger duringcreditsstinger greenpeace animalprotection based inspiring true story, small-town news reporter (krasinski) greenpeace volunteer (barrymore) enlist help rival superpowers save three majestic gray whales trapped ice arctic circle. ‘big miracle’ adapted nonfiction book ‘freeing whales: media created world’s greatest non-event’ tom rose.","Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‘Big Miracle’ is adapted from the nonfiction book ‘Freeing the Whales: How the Media Created the World’s Greatest Non-Event’ by Tom Rose."
30943,The Deep End of the Ocean,"['Drama', 'Mystery']",5.9,"drama mystery michellepfeiffer treatwilliams whoopigoldberg kidnapping boy reunion michelle pfeiffer ferocious role desperate mother whose 3-year-old son disappears high school reunion. nine years later, chance, turns town family relocated. based jacquelyn mitchard's best-selling novel (an oprah book club selection), movie effectively presents troubling dynamics exist family members who've suffered unsettling loss.","Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3-year-old son disappears during her high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated. Based on Jacquelyn Mitchard's best-selling novel (an Oprah book club selection), the movie effectively presents the troubling dynamics that exist between family members who've suffered such an unsettling loss."
9544,FearDotCom,"['Horror', 'Thriller']",3.2,"horror thriller stephendorff nataschamcelhone stephenrea raceagainsttime psychopath homepage cop doctor spirit killer voyeurism four corpses hands, new york city gumshoe mike reilly (stephen dorff) teams department health worker terry huston (natascha mcelhone) track homicidal sadist telecasts shocking acts torture internet. work cut out: seems victims' link went toes 48 hours logging site known feardotcom.com. stephen rea also stars gruesome thriller.","With four corpses on his hands, New York City gumshoe Mike Reilly (Stephen Dorff) teams with Department of Health worker Terry Huston (Natascha McElhone) to track down a homicidal sadist who telecasts shocking acts of torture on the Internet. But they have their work cut out: It seems the victims' only link is that they all went toes up 48 hours after logging on a site known as feardotcom.com. Stephen Rea also stars in this gruesome thriller."
24418,Cirque du Freak: The Vampire's Assistant,"['Adventure', 'Fantasy', 'Action', 'Thriller']",5.5,"adventure fantasy action thriller johnc.reilly joshhutcherson chrismassoglia vampire spider wolfman stew bestfriend antidote basedonyoungadultnovel darren regular teenage kid. friend steve find freak show coming town work hard trying find tickets. do, together go ""cirque du freak"" see many strange acts including wolf-man bearded lady","Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady"
7288,Duplex,"['Action', 'Comedy', 'Thriller']",5.9,"action comedy thriller benstiller drewbarrymore eileenessell young couple buys dream home, idea sweet little old lady upstairs going put through!","When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!"
14655,Soul Men,"['Comedy', 'Music']",6.3,"comedy music samuell.jackson berniemac sharonleal duringcreditsstinger two former backup soul singers, louis floyd, spoken 20 years, reluctantly agree travel across country together reunion concert honor recently-deceased lead singer. cleo, beautiful young woman believed floyd's daughter, accompanies new singer.","Two former backup soul singers, Louis and Floyd, have not spoken to each other in 20 years, and reluctantly agree to travel across the country together to a reunion concert to honor their recently-deceased lead singer. Cleo, a beautiful young woman who is believed to be Floyd's daughter, accompanies them as a new singer."
24575,Raise the Titanic,"['Action', 'Drama', 'Thriller']",5.2,"action drama thriller m.emmetwalsh richardjordan davidselby obtain supply rare mineral, ship raising operation conducted known source, titanic.","To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the Titanic."
10366,Universal Soldier: The Return,"['Action', 'Science Fiction']",4.2,"action sciencefiction jean-claudevandamme kianatom billgoldberg supercomputer computerprogram destiny timebomb luc deveraux, heroic former universal soldier, thrown action again. seth (michael jai white), supercomputer controlled ultra-warrior, decides take revenge destroy creators, luc stop it. hell breaks loose luc battles seth deadly team perfect soldiers struggle pits man machine good evil.","Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth (Michael Jai White), the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil."
19898,Pandorum,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",6.5,"action horror mystery sciencefiction thriller benfoster dennisquaid camgigandet dystopia spaceship survival mission two crew members wake abandoned spacecraft idea are, long they've asleep, mission is. two soon discover they're actually alone – reality situation horrifying could imagined.","Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined."
4965,Impostor,"['Action', 'Science Fiction', 'Thriller']",6.1,"action sciencefiction thriller garysinise madeleinestowe mekhiphifer android alien gary sinise plays spencer olham, top-secret government weapons designer arrested clandestine government organization suspicion clone created hostile alien race wanting take earth.","Gary Sinise plays Spencer Olham, a top-secret government weapons designer who is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth."
15074,Extreme Ops,"['Action', 'Adventure', 'Drama', 'Thriller']",5.0,"action adventure drama thriller devonsawa bridgettewilson rufussewell ski filming advertisement, extreme sports enthusiasts unwittingly stop group terrorists.","While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists."
56715,Just Visiting,"['Comedy', 'Fantasy', 'Science Fiction']",4.8,"comedy fantasy sciencefiction jeanreno christinaapplegate christianclavier timetravel remake alternatehistory dragon remakeoffrenchfilm alternatetimeline flatulence knight valet plagued witch, repair damage make use services wizard. however, something goes wrong transported 12th century year 2000. knight meets family slowly learns new century like. however, still needs get back 12th century deal witch, starts looking wizard.","A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard."
1272,Sunshine,"['Science Fiction', 'Thriller']",7.0,"sciencefiction thriller cillianmurphy rosebyrne chrisevans savingtheworld bomb sun spacemarine sunlight solarenergy spacemission earth expiration fifty years future, sun dying, earth threatened arctic temperatures. team astronauts sent revive sun — mission fails. seven years later, new team sent finish mission mankind’s last hope.","Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope."
72358,A Thousand Words,"['Drama', 'Comedy']",6.0,"drama comedy eddiemurphy allisonjanney cliffcurtis liar literaryagent jack mccall fast-talking literary agent, close deal, time, way. set sights new age guru dr. sinja (cliff curtis) selfish purposes. dr. sinja him, jack’s life comes unglued magical bodhi tree mysteriously appears backyard. every word jack speaks, leaf falls tree realizes last leaf falls, tree toast. words never failed jack mccall, he’s got stop talking conjure outrageous ways communicate he’s goner.","Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja (Cliff Curtis) for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner."
20542,Delgo,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Science Fiction', 'Family']",5.4,"adventure fantasy animation comedy sciencefiction family freddieprinzejr. jenniferlovehewitt valkilmer divided land, takes rebellious boy clandestine love princess opposing race stop war orchestrated power hungry villain.","In a divided land, it takes a rebellious boy and his clandestine love for a Princess of an opposing race to stop a war orchestrated by a power hungry villain."
266396,The Gunman,"['Action', 'Drama', 'Crime']",5.5,"action drama crime seanpenn jasminetrinca javierbardem assassin hitman eight years fleeing congo following assassination country's minister mining, former assassin jim terrier back, suffering ptsd digging wells atone violent past. attempt made life, terrier flies london find wants dead -- why. terrier's search leads reunion annie, woman loved, married oily businessman dealings africa.","Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa."
9978,Stormbreaker,"['Adventure', 'Action', 'Family']",5.1,"adventure action family alexpettyfer sarahbolger ewanmcgregor england secretintelligenceservice childhero wretch teenspy basedonyoungadultnovel alex rider thinks normal school boy, uncle killed. discovers uncle actually spy mission, killed. alex recruited alan blunt continue mission. sent cornwall investigate new computer system, darrius sayle created. plans give new computer systems every school country, mr. blunt ideas alex must find is.","Alex Rider thinks he is a normal school boy, until his uncle is killed. He discovers that his uncle was actually spy on a mission, when he was killed. Alex is recruited by Alan Blunt to continue the mission. He is sent to Cornwall to investigate a new computer system, which Darrius Sayle has created. He plans to give the new computer systems to every school in the country, but Mr. Blunt has other ideas and Alex must find out what it is."
8271,Disturbia,"['Thriller', 'Drama', 'Mystery']",6.6,"thriller drama mystery shialabeouf sarahroemer carrie-annemoss kidnapping youngpeople kale 17-year-old placed house arrest punching teacher. confined house, decides use free time spying neighbors. things start get weird guests enter turner's house come back out. kale friends, ronnie ashley, start grow interested actually happening within house robert turner.","Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner."
10428,Hackers,"['Action', 'Crime', 'Thriller', 'Drama']",6.2,"action crime thriller drama jonnyleemiller angelinajolie jessebradford femalenudity hacker nudity computervirus virtualreality computer sexualfantasy prank internet cyberpunk teenager newyorkcity secretservice computerhacker dreamsequence along new friends, teenager arrested us secret service banned using computer writing computer virus discovers plot nefarious hacker, must use computer skills find evidence pursued secret service evil computer genius behind virus.","Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus."
5353,The Hunting Party,"['Action', 'Adventure', 'Thriller', 'Drama']",6.6,"action adventure thriller drama richardgere terrencehoward jamesbrolin civilwar spy hotel journalist journalism warcrimes hiddencamera warvictim warcorrespondent war balkanwar serbia emerging journalist (jesse eisenberg), experienced cameraman (terrence howard), discredited reporter (richard gere) find bold plan capture bosnia's top war criminal quickly spiraling control un representative mistakes cia hit squad light-hearted thriller inspired scott anderson's popular esquire article. weinstein company provides stateside","An emerging journalist (Jesse Eisenberg), an experienced cameraman (Terrence Howard), and a discredited reporter (Richard Gere) find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad in a light-hearted thriller inspired by Scott Anderson's popular Esquire article. The Weinstein Company provides stateside"
11934,The Hudsucker Proxy,"['Comedy', 'Drama']",7.1,comedy drama timrobbins jenniferjasonleigh paulnewman suicide newyork corruption journalist inventor undercover toy plan boss investigation company industry party money board stocks naive business graduate installed president manufacturing company part stock scam.,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.
14392,The Warlords,"['Action', 'Drama', 'History']",6.3,"action drama history jetli andylau takeshikaneshiro assassin general dynasty brother bloodbrother heroic tale three blood brothers struggle midst war political upheaval. based ""the assassination ma,"" qing dynasty (1644-1911) story killing general xinyi.","A heroic tale of three blood brothers and their struggle in the midst of war and political upheaval. It is based on ""The Assassination of Ma,"" a Qing Dynasty (1644-1911) story about the killing of general Ma Xinyi."
19495,Nomad: The Warrior,"['Action', 'History', 'War']",4.3,"action history war kunobecker jayhernandez jasonscottlee nomad historical epic set 18th-century kazakhstan. film fictionalised account youth coming-of-age ablai khan, grows fights defend fortress hazrat-e turkestan dzungar invaders.","The Nomad is a historical epic set in 18th-century Kazakhstan. The film is a fictionalised account of the youth and coming-of-age of Ablai Khan, as he grows and fights to defend the fortress at Hazrat-e Turkestan from Dzungar invaders."
110415,Snowpiercer,"['Action', 'Science Fiction', 'Drama']",6.7,"action sciencefiction drama chrisevans songkang-ho edharris fathersonrelationship childlabour brothel winter allegory bridge post-apocalyptic dystopia hijackingoftrain basedoncomicbook dam rifle pregnant train violence basedongraphicnovel guilt revolt duplicity tunnel socialclass populationcontrol perpetualwinter cityruin future failed global-warming experiment kills life planet, class system evolves aboard snowpiercer, train travels around globe via perpetual-motion engine.","In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine."
77459,A Monster in Paris,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",6.5,"adventure animation comedy family fantasy vanessaparadis mathieuchedid gadelmaleh monster cgi 3d parisfrance paris,1910. emile, shy movie projectionist, raoul, colorful inventor, find embarked hunt monster terrorizing citizens. join forces lucille, big-hearted star bird paradise cabaret, eccentric scientist irascible monkey save monster, turns oversized harmless flea, city's ruthlessly ambitious police chief.","Paris,1910. Emile, a shy movie projectionist, and Raoul, a colorful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief."
26486,The Last Shot,"['Action', 'Comedy']",5.9,action comedy matthewbroderick alecbaldwin tonicollette movie director-screenwriter finds man finance latest project soon discovers producer actually undercover fbi agent working mob sting operation.,A movie director-screenwriter finds a man to finance his latest project but soon discovers that the producer is actually an undercover FBI agent working on a mob sting operation.
9495,The Crow,"['Fantasy', 'Action', 'Thriller']",7.3,"fantasy action thriller brandonlee rochelledavis erniehudson halloween arson detroit exactly one year young rock guitarist eric draven fiancée brutally killed ruthless gang criminals, draven -- watched hypnotic crow -- returns grave exact revenge.","Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge."
256040,Baahubali: The Beginning,"['Action', 'Adventure', 'War', 'History']",7.5,"action adventure war history prabhas ranadaggubati tamannabhatia kingdom war bollywood medievalindia ancientindia young shivudu left foundling small village mother. time he’s grown up, become apparent possesses exceptional gifts. meets beautiful warrior/princess avanthika learns queen held captive last 25 years. shividu sets rescue her, discovering origins process.","The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior/princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process."
24420,The Time Traveler's Wife,"['Drama', 'Romance', 'Fantasy']",6.7,"drama romance fantasy ericbana rachelmcadams michellenolden chicago sex basedonnovel nudity diary future time timetravel marriage love romance travel tragiclove relationship timetraveler complication due genetic disorder, handsome librarian henry detamble involuntarily zips time, appearing various moments life true love, beautiful artist clare abshire.","Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire."
1257,Because I Said So,['Comedy'],5.8,"comedy dianekeaton mandymoore gabrielmacht mother guitar sistersisterrelationship profession newlove architect motherrole lonelyheartsad men clothing single motherdaughterrelationship losangeles fashion singlefather effort prevent family history repeating itself, meddlesome mom daphne wilder attempts set youngest daughter, milly, mr. right. meanwhile, daughters try keep mom's good intentions control.","In an effort to prevent family history from repeating itself, meddlesome mom Daphne Wilder attempts to set up her youngest daughter, Milly, with Mr. Right. Meanwhile, her other daughters try to keep their mom's good intentions under control."
